PublishYear,CountryName,Code,Country,Region,Income group,Population,Population(per ten Million),num_AI_conf_papers,num_AI_conf_citation,num_AI_journal_papers,num_AI_journal_citation,num_AI_patents_papers,num_AI_patents_citation,num_AI_conf_papers_pc,num_AI_conf_citation_pc,num_AI_journal_papers_pc,num_AI_journal_citation_pc,num_AI_patents_papers_pc,num_AI_patents_citation_pc,relative_ai_skill_penetration,num_AIocc_fem,skill_penetration,ai_hiring_index,enroll_share,num_AIstartups,ai_privateinvestment_tot,num_startups_pc,ai_privateinvestment_pc,num_AI_conf_papers_scaled,num_AI_conf_citation_scaled,num_AI_journal_papers_scaled,num_AI_journal_citation_scaled,num_AI_patents_papers_scaled,num_AI_patents_citation_scaled,num_AI_conf_papers_pc_scaled,num_AI_conf_citation_pc_scaled,num_AI_journal_papers_pc_scaled,num_AI_journal_citation_pc_scaled,num_AI_patents_papers_pc_scaled,num_AI_patents_citation_pc_scaled,relative_ai_skill_penetration_fem_scaled,num_AIocc_fem_scaled,skill_penetration_scaled,ai_hiring_index_scaled,enroll_share_scaled,num_AIstartups_scaled,ai_privateinvestment_tot_scaled,num_startups_pc_scaled,ai_privateinvestment_pc_scaled,mean
2016,Italy,ITA,IT,Europe & Central Asia,High income,60627498,6.0627498,742.7261919,7728.304751,648.8884687,13202.77864,124.5,231,122.506489,1274.719394,107.0287395,2177.68819,20.53523634,38.10152284,-,-,0.11483,1,0.2827410005,4,3234115,0.006597666293,5334.402881,9.037473905,3.194618376,5.697381198,6.559286587,4.514289804,1.754598899,14.54283086,6.155939148,16.11855472,7.276856304,11.09517369,3.925075542,-,-,2.370461731,4.900780291,33.83774183,1.207837649,1.013383954,1.502719173,1.038023838,7.48933992
2017,Italy,ITA,IT,Europe & Central Asia,High income,60536709,6.0536709,655.8317222,6252.207558,633.1113524,10536.91539,97,131.5,108.3362034,1032.796077,104.5830477,1740.582791,16.02333553,21.72235693,-,-,0.53141,1.028776289,0.3305228661,17,14840526,0.02808213443,24514.92036,8.096821477,2.775448826,5.583124747,5.436773045,3.734911016,1.42956604,12.97150785,5.177416419,15.77269001,6.016966209,8.874664322,2.667637675,-,-,18.29090088,6.040227977,43.78157215,2.10846746,1.062078018,3.238025263,1.175852619,6.54479397
2018,Italy,ITA,IT,Europe & Central Asia,High income,60421760,6.042176,633.811906,4149.076188,526.2460694,7915.486152,122.5,66.5,104.897955,686.6857549,87.09545525,1310.038991,20.27415289,11.00596871,-,-,0.366,1.179165214,0.3423484985,22,38633679,0.03641072355,63940.00936,7.85845195,2.178219434,4.809216021,4.332969308,4.45760771,1.217233016,12.59024532,3.777481839,13.29963059,4.775988931,10.96668278,1.844934467,-,-,11.9694264,11.99514147,46.24259122,2.454863541,1.161900895,3.910727578,1.459156339,6.009055114
2020,Italy,ITA,IT,Europe & Central Asia,High income,60172000,6.0172,454.4020211,397.7472227,852.32891,1992.680619,70.66666669,2,75.51718758,66.10171221,141.6487586,331.1640994,11.74411133,0.3323805092,0.33413,8,0.55852,1.708093397,0.2340146535,20,75412354,0.03316892822,125067.3479,5.916299079,1.11294888,7.170678497,1.839056909,2.988596785,1.006533324,9.332253402,1.267365828,21.01444675,1.954530348,6.768665581,1.02551704,1,3.828571429,19.32696383,32.93898138,23.69735654,2.316305108,1.31620382,3.648886924,1.898409688,5.116407702
2019,Italy,ITA,IT,Europe & Central Asia,High income,60297396,6.0297396,688.6584498,2851.147621,639.9505971,4578.478176,107.1666667,33.5,114.2103135,472.847554,106.1323771,759.31607,17.77301738,5.555795477,-,-,0.39614,1.457366955,0.3571062959,18,19976944,0.0298520354,33130.69108,8.45217828,1.809644698,5.632653939,2.927857234,4.023044993,1.109433174,13.62287964,2.912556776,15.991793,3.188613541,9.735761476,1.426521573,-,-,13.12128687,23.01102777,49.31381984,2.177746676,1.08362758,3.380980626,1.237764461,5.90274486
2015,Germany,DEU,DE,Europe & Central Asia,High income,81686611,8.1686611,1540.676192,53623.82619,1052.453177,23819.32024,333.5,1559,188.6081664,6564.579621,128.8403527,2915.939338,40.82676413,190.8513502,-,-,-,-,0.3538261213,16,35199493,0.01958705326,43090.8965,17.67546442,16.22763894,8.619960361,11.0295878,10.43756859,6.092725902,21.87275278,27.5521755,19.20310828,9.404753398,21.08154739,15.65176652,-,-,-,-,48.6311864,2.039188244,1.147492954,2.551875343,1.309337242,15.40408749
2016,Germany,DEU,DE,Europe & Central Asia,High income,82348669,8.2348669,1644.585717,36633.30477,1014.528116,22596.24296,238.1666667,726.8333334,199.7100545,4448.56064,123.1990909,2743.97185,28.92173846,88.26291211,-,-,1.11042,0.9999999992,0.5154258239,24,177832646,0.02914436905,215950.8443,18.8003087,11.4028149,8.345310495,10.51458733,7.735722124,3.374318758,23.10382551,18.99337805,18.40533263,8.909083165,15.22254867,7.775993877,-,-,40.41892784,4.900780258,82.26151882,2.593421973,1.745902572,3.32382223,2.551487038,12.71526868
2018,Germany,DEU,DE,Europe & Central Asia,High income,82905782,8.2905782,1427.94405,15862.01309,910.9802333,14679.96513,243.6666667,635.8333333,172.2369677,1913.257762,109.8813872,1770.680497,29.39079288,76.69348482,-,-,1.02135,1.312603431,0.5077399914,55,251028906,0.06634036695,302788.1771,16.4551133,5.504359822,7.595426082,7.181284672,7.891597882,3.077052525,20.05737361,8.738676167,16.52197031,6.103718288,15.45339146,6.887802375,-,-,37.01493937,17.2788619,80.66202886,4.741077677,2.052993491,6.328152675,3.175489164,10.12231387
2019,Germany,DEU,DE,Europe & Central Asia,High income,83132799,8.3132799,1528.161229,7684.858729,1095.122893,10147.66273,327.8333334,197.5,183.8216982,924.4075529,131.731748,1220.656931,39.43489662,23.75716954,-,-,0.94796,1.619494674,0.4922163199,73,918488837,0.08781131019,1104845.317,17.53998709,3.182280944,8.92897059,5.272870646,10.27696932,1.645165725,21.34198806,4.739010415,19.61200348,4.518358683,20.39654677,2.823851394,-,-,34.21019352,29.43075943,77.43141504,5.988103569,4.853285244,8.062366356,8.938970673,10.02316693
2020,Germany,DEU,DE,Europe & Central Asia,High income,83191000,8.3191,989.0266252,1377.036905,1311.918244,2904.787411,260.6666667,29,118.8862527,165.527149,157.6995401,349.1708732,31.33351765,3.485954009,0.68397,15,0.82786,2.155303169,0.3731354869,59,578325343,0.07097078495,695664.4669,11.7037322,1.39103925,10.49898294,2.223117204,8.373395678,1.094733195,14.14138796,1.669518257,23.28431532,2.006432145,16.40949372,1.267618669,13.24864991,10.42857143,29.62033145,50.64703739,52.64963676,5.018194542,3.426147849,6.702152743,5.99864866,7.838647211
2017,Germany,DEU,DE,Europe & Central Asia,High income,82657002,8.2657002,1436.767102,27815.40843,1062.090816,21007.06239,230.3333334,791.5,173.8227939,3365.160574,128.4937501,2541.474029,27.8661611,95.75716284,-,-,1.21065,1.092072618,0.518834066,38,245398420,0.04597311671,296887.6369,16.55062485,8.898783556,8.689755272,9.845431962,7.513717259,3.585562894,20.23322364,14.61128043,19.15409246,8.325413874,14.70305157,8.35133176,-,-,44.24941806,8.546557246,82.97080425,3.563331001,2.029371094,4.683084565,3.133088627,11.70518913
2015,China,CHN,CN,East Asia & Pacific,Upper middle income,1371220000,137.122,5554.176194,51441.14285,7500.609529,111584.3,244.8333333,1470,40.5053616,375.1487205,54.70026348,813.7592801,1.785514602,10.72038039,-,-,-,-,0.2575515201,104,1749256670,0.007584486807,127569.3667,61.12251617,15.60781905,55.31692619,47.98473853,7.924662435,5.801992993,5.449841327,2.517388049,8.71836908,3.345537846,1.867592116,1.82300969,-,-,-,-,28.59558737,8.135759272,8.338726398,1.582424923,1.91638888,18.12336612
2016,China,CHN,CN,East Asia & Pacific,Upper middle income,1378665000,137.8665,6333.500004,56786.15001,5774.718261,113253.9921,203.1666667,1779.5,45.93936891,411.8923017,41.88630495,821.4757907,1.473647817,12.90741406,-,-,1.81251,1.000000001,0.4658823756,129,2831398918,0.009356877849,205372.5102,69.55887393,17.12564881,42.81817753,48.68779485,6.743785486,6.813024851,6.052410744,2.666007164,6.906245371,3.367779519,1.714108441,1.990909506,-,-,67.25070354,4.900780324,71.9510875,9.867739678,12.87879521,1.725581409,2.475472462,17.87039718
2017,China,CHN,CN,East Asia & Pacific,Upper middle income,1386395000,138.6395,6316.369786,62388.69711,6386.089234,119436.4317,218.3333333,762.8333333,45.5596694,450.0066511,46.0625524,861.4891982,1.57482776,5.502279894,-,-,1.48519,0.9190067908,0.5837735462,188,5908175762,0.01356034896,426153.8567,69.37343542,18.71661258,47.24567089,51.29103122,7.173624694,3.491918586,6.0103064,2.820170714,7.496841713,3.483112105,1.763903643,1.422413152,-,-,54.74151409,1.693711992,96.48528648,13.95521344,25.78724472,2.065096867,4.061979388,18.35742009
2018,China,CHN,CN,East Asia & Pacific,Upper middle income,1392730000,139.273,7091.258341,48598.92502,7195.121834,96393.70397,292.5833334,532.25,50.91624609,348.9472117,51.66200078,692.12054,2.100790056,3.821630898,-,-,1.25074,1.021904253,0.5552261427,345,12613518376,0.02477149196,905668.606,77.76178054,14.80071016,53.1046119,41.58844279,9.277947422,2.738680796,6.604289645,2.411409129,8.288704206,2.994932605,2.02275335,1.293388774,-,-,45.78153771,5.768117621,90.54431842,24.83205038,53.91914412,2.970623808,7.507711931,18.57397094
2019,China,CHN,CN,East Asia & Pacific,Upper middle income,1397715000,139.7715,9145.554093,28188.77461,10074.10158,67413.65359,347.3333334,256.6666667,65.43218105,201.6775567,72.07550595,482.3133013,2.48500827,1.836330487,-,-,1.05452,0.9616838117,0.5389515826,413,10254446693,0.02954822693,733657.9126,100,9.004808915,73.95392316,29.38582925,10.82961973,1.838443221,8.21394123,1.815738126,11.1755402,2.390195024,2.211844419,1.140976134,-,-,38.28259737,3.383583551,87.15743803,29.54303709,44.02178748,3.356441937,6.271664771,20.99673828
2020,China,CHN,CN,East Asia & Pacific,Upper middle income,1402667000,140.2667,4949.82223,4217.205558,13670.67735,25221.64318,311.1666667,126,35.2886482,30.06562183,97.46203019,179.8120522,2.218393009,0.8982887599,0.85812,20,1.05364,1.270676355,0.4738231214,310,9933432648,0.02217905653,710690.8524,54.58024684,2.197566234,100,11.62006313,9.804618541,1.411599399,4.871367324,1.121608346,14.76565034,1.518281,2.080631055,1.068962138,19.34601551,15.14285714,38.2489664,15.61868573,73.60362718,22.40727782,42.67499055,2.761232123,6.106626372,17.0867162
2015,United States,USA,US,North America,High income,320635163,32.0635163,6677.15953,303030.7095,6152.085326,215185.9012,3493.666667,30306.16667,208.2478873,9450.950628,191.8718231,6711.23838,108.9608087,945.1916124,-,-,-,-,0.3247868434,564,4822186263,0.1759008571,1503948.044,73.27906658,87.05208841,45.55103573,91.60820656,100,100,24.05057377,39.22686511,28.11688942,20.34412793,54.61337594,73.56289675,-,-,-,-,42.58785493,40.00419874,21.23103498,15.17738202,11.80687256,61.45042718
2016,United States,USA,US,North America,High income,322941311,32.2941311,7185.169055,348626.5214,6088.335302,157084.156,2536.5,21857.66667,222.491481,10795.35227,188.5276084,4864.170382,78.54368313,676.8309264,-,-,1.71552,0.9999999992,0.4709420583,833,6077301955,0.2579416048,1881859.566,78.77838541,100,45.08936381,67.14333734,72.87289469,72.40160694,25.63002581,44.6646525,27.64395745,15.02023424,39.64374003,52.96069452,-,-,63.54403641,4.900780258,73.00405238,58.64030791,26.49680445,21.80383459,14.52249712,53.48740773
2017,United States,USA,US,North America,High income,324985539,32.4985539,6974.322603,270879.0829,6354.193144,235115.6151,1750.083333,7976.250001,214.6040905,8335.111886,195.522335,7234.648527,53.85111406,245.4339976,-,-,1.66255,1.039865378,0.4617325388,1145,10822797217,0.3523233691,3330239.632,76.49592454,77.92194243,47.01468229,100,50.58502313,27.05571198,24.75540419,34.71356071,28.63313733,21.85277838,27.49141593,19.84210735,-,-,61.51968176,6.479319896,71.08746963,80.25542337,46.40627112,29.42707429,24.9303737,44.69680736
2018,United States,USA,US,North America,High income,326687501,32.6687501,7578.529773,169277.9298,6019.600481,119433.1437,2128.583334,5928.916667,231.981014,5181.646965,184.2617322,3655.883477,65.15655871,181.4858741,-,-,1.76702,1.253894009,0.3992680456,1383,15630845142,0.4233403469,4784647.437,83.03660479,49.07010948,44.59159245,51.28964674,61.31210937,20.36776619,26.68230676,21.95853924,27.04068599,11.53753028,33.05533385,14.9327736,-,-,65.51221207,14.95415929,58.08805417,96.74387684,66.57817407,35.1631341,35.38156485,37.07291656
2019,United States,USA,US,North America,High income,328239523,32.8239523,8661.029492,78252.53333,7210.280781,74808.03967,2882.833334,2432.166667,263.8630904,2384.007039,219.6652224,2279.06862,87.82712416,74.09731299,-,-,1.62233,1.607240748,0.3789153552,1430,19872019769,0.4356574696,6054121.572,94.75491083,23.22149012,53.21439162,32.49937925,82.68834392,8.945066186,30.21766531,10.64274591,32.04737489,7.569070035,44.212539,6.688492789,-,-,59.98259389,28.94554369,53.85247865,100,84.37179101,36.1579913,44.50384596,35.55845582
2020,United States,USA,US,North America,High income,330139000,33.0139,6198.634137,14735.00556,9256.672699,24700.61349,2474.5,461.8333334,187.758312,446.3273215,280.3871308,748.1882931,74.95327726,13.98905714,1.76532,86,1.56268,2.052582867,0.1944860953,1305,23597061376,0.3975755229,7188976.257,68.0989202,5.184321791,68.03417704,11.40067345,71.11574979,2.508653354,21.77851362,2.805288694,40.63454252,3.15653941,37.87673978,2.073947859,51.10903632,77.37142857,57.70294966,46.57964672,15.47111273,91.34009797,100,33.08210255,52.65876868,27.88900563
2017,United Kingdom,GBR,GB,Europe & Central Asia,High income,66058859,6.6058859,1483.52623,29945.68505,1596.173332,40748.39241,248.25,430.0833333,224.5764236,4533.182302,241.6289588,6168.497765,37.5801223,65.10607961,-,-,0.76224,1.033152481,0.4091391875,146,1236403390,0.2210150193,1871669.309,17.05680306,9.503721427,12.55753261,18.15790271,8.021494345,2.404936839,25.86122216,19.3356527,35.1534414,18.77976032,19.48372888,5.998230698,-,-,27.1125317,6.213510968,60.14232641,11.04548635,6.18707842,18.82126466,14.44927122,16.02620226
2018,United Kingdom,GBR,GB,Europe & Central Asia,High income,66460344,6.6460344,1414.477385,22078.58691,1387.274283,29672.1556,204.8333333,200.5,212.8302834,3322.069309,208.7371505,4464.640689,30.82038415,30.16836627,-,-,0.81406,1.220537133,0.3935129268,175,853908312,0.2633149175,1284838.839,16.30933359,7.269689682,11.04470457,13.49403789,6.791020562,1.654965711,24.55870922,14.43698644,30.50194941,13.86865042,16.15695764,3.316042607,-,-,29.0929368,13.63333523,56.89036287,13.05458362,4.582341172,22.23783846,10.23238143,13.28358731
2019,United Kingdom,GBR,GB,Europe & Central Asia,High income,66834405,6.6834405,1577.188611,9079.244442,1684.262481,16107.61274,240.6666667,113.5,235.9845369,1358.468657,252.0053079,2410.077974,36.00939766,16.98227133,-,-,0.90512,1.547286383,0.3789681257,185,1803570503,0.2768035415,2698565.96,18.07071967,3.578246761,13.19546627,7.78242345,7.806574741,1.370766126,27.12625178,6.494685155,36.62084339,7.946684651,18.71070463,2.303738612,-,-,32.5729771,26.57154539,53.86346067,13.74737579,8.566597123,23.32731814,20.39124632,12.58392544
2020,United Kingdom,GBR,GB,Europe & Central Asia,High income,67156000,6.7156,1099.38377,1359.063096,2144.862766,5533.884775,176.1666667,27,163.7059637,202.374039,319.3851281,824.0343045,26.23245379,4.020489606,0.53992,16,0.6909,1.841477801,0.2397183318,168,1878275064,0.2513675404,2810341.566,12.89837343,1.385935201,16.53109193,3.330149754,5.978577223,1.088199871,19.11138259,1.818555233,46.14955923,3.375154047,13.89903071,1.30865527,8.205149969,11.37142857,24.3861307,38.22057101,24.88434262,12.56962911,8.880016036,21.2728457,21.19445173,10.57288871
2015,United Kingdom,GBR,GB,Europe & Central Asia,High income,65116219,6.5116219,1480.750002,49965.03332,1490.410321,44855.675,359.8333333,1829.166667,227.4011029,7673.208624,228.8846533,6888.556444,55.26017002,280.9079973,-,-,-,-,0.2791031274,74,354017269,0.113642962,543669.8789,17.02674976,15.188646,11.79160644,19.88735388,11.18388282,6.97526906,26.17444688,32.03631821,33.35116788,20.85522038,28.18487576,22.56546645,-,-,-,-,33.08066815,6.057382785,2.485075553,10.1487956,4.90643471,20.43508363
2016,United Kingdom,GBR,GB,Europe & Central Asia,High income,65611593,6.5611593,1627.835717,40428.5381,1487.474583,34660.95362,295.8333333,721.6666665,248.1018434,6161.797977,226.7091096,5282.748373,45.08857654,109.9907247,-,-,0.7508,1.000000002,0.4119284312,95,233167509,0.1447914852,355375.4731,18.61898613,12.48055305,11.77034609,15.59466827,9.370055822,3.357441004,28.46992283,25.92301879,33.04350696,16.22672189,23.17897701,9.444050389,-,-,26.67532919,4.900780357,60.72279279,7.512246326,1.978056973,12.66466995,3.553374845,17.28985402
2015,Spain,ESP,ES,Europe & Central Asia,High income,46444832,4.6444832,643.4833343,4745.366663,814.9666679,20354.48334,8,27,138.5478872,1021.721139,175.4698279,4382.50769,1.722473665,5.81334862,-,-,-,-,0.236505413,10,7103032,0.02153092081,15293.48195,7.963147365,2.347548941,6.900104514,9.570650868,1.212557851,1.088199871,16.32163891,5.132620906,25.79735294,13.6319145,1.836566835,1.446294074,-,-,-,-,24.21570569,1.623512946,1.029615784,2.708882032,1.109588525,7.770716465
2016,Spain,ESP,ES,Europe & Central Asia,High income,46484062,4.6484062,556.5166679,6806.700001,745.1325773,13271.24719,6.5,7,119.7220389,1464.308347,160.2985078,2855.010216,1.398328743,1.505892493,-,-,0.43475,1.000000001,0.2975227156,9,4152978,0.01936147491,8934.197704,7.021713391,2.932908883,6.394372339,6.588116601,1.170046281,1.022866633,14.23406711,6.922781727,23.65185599,9.229134435,1.677040536,1.115608222,-,-,14.59684536,4.900780324,36.91394794,1.55423373,1.017238993,2.533655321,1.06389151,6.830042679
2017,Spain,ESP,ES,Europe & Central Asia,High income,46593236,4.6593236,593.5214658,5209.267171,777.4034767,12902.65297,3.333333343,3,127.3836112,1118.030774,166.8489986,2769.211602,0.7154114265,0.6438702819,-,-,0.67302,1.071935062,0.291111278,17,29808392,0.03648598264,63975.79254,7.422298758,2.479283469,6.628075277,6.432912839,1.080299633,1.009799986,15.08364807,5.522170655,24.57821295,8.981832927,1.340946202,1.049430287,-,-,23.70281069,7.749175338,35.57967087,2.10846746,1.124874884,3.916806274,1.459413472,6.800742588
2019,Spain,ESP,ES,Europe & Central Asia,High income,47076781,4.7076781,520.5362274,1327.042062,724.1306949,4714.41981,6.5,38,110.5717546,281.8888704,153.8190759,1001.432067,1.380723121,8.071919786,-,-,0.56563,1.448902056,0.3021055632,21,47699603,0.04460797776,101322.9919,6.632216927,1.376842139,6.242278603,2.985098102,1.170046281,1.124133152,13.21940497,2.140173962,22.73554804,3.886476223,1.668376018,1.619685865,-,-,19.59868672,22.67584523,37.86767919,2.385584325,1.199936484,4.572821936,1.727785739,5.400023356
2020,Spain,ESP,ES,Europe & Central Asia,High income,47077000,4.7077,287.5171003,216.7130957,867.5095374,1584.537667,3.5,0,61.07379406,46.0337523,184.2746006,336.5842486,0.7434628375,0,0.47769,11,0.55333,1.586093387,0.193685805,31,97886112,0.06584987194,207928.6432,4.109731797,1.061540345,7.280615229,1.667200386,1.08502314,1,7.730645835,1.186195665,27.04250582,1.970153106,1.354751563,1,6.026343989,6.657142857,19.12861759,28.10817681,15.30456522,3.078376487,1.410491247,6.288535265,2.493840512,4.707363574
2018,Spain,ESP,ES,Europe & Central Asia,High income,46797754,4.6797754,512.9952393,3464.469046,647.044446,8442.275,1.5,7,109.6196282,740.3066921,138.2639957,1803.991491,0.3205282031,1.495798281,-,-,0.62413,1.163589217,0.290539691,25,55063294,0.05342136719,117662.2579,6.550584013,1.983810509,5.684026952,4.554783993,1.028341047,1.022866633,13.11382501,3.994365876,20.53578054,6.19973218,1.146606403,1.114833283,-,-,21.83438141,11.3783825,35.46071854,2.66270119,1.230830449,5.284681697,1.845197645,5.577463037
2015,Greece,GRC,GR,Europe & Central Asia,High income,10820883,1.0820883,190.8333336,1929.749989,151.6833335,4097.333332,2,47,176.3565262,1783.357226,140.1764842,3786.50553,1.848278001,43.43453302,-,-,-,-,0.250617807,-,-,-,-,3.063107999,1.54799402,2.096666522,2.725261845,1.04251157,1.153533109,20.51418565,8.213259153,20.80624073,11.91402856,1.898480808,4.334493762,-,-,-,-,27.15262014,-,-,-,-,6.609146977
2018,Greece,GRC,GR,Europe & Central Asia,High income,10732882,1.0732882,155.4428574,600.4714286,123.602778,2321.916667,0.5,0,144.8286279,559.4689559,115.1627103,2163.367367,0.4658580985,0,-,-,-,1.106496033,0.3495944752,2,1200000,0.01863432394,11180.59436,2.679998032,1.170516779,1.893309676,1.977688147,1,1,17.01810141,3.262919906,17.26884417,7.2355787,1.218129782,1,-,-,-,9.11767765,47.75054329,1.069279216,1.004849935,2.474923148,1.080033833,4.727090551
2019,Greece,GRC,GR,Europe & Central Asia,High income,10716322,1.0716322,186.2500003,399.9999999,118.4980161,807.2500001,-,-,173.8003023,373.2623935,110.5771328,753.2901681,-,-,-,-,-,1.347370436,0.3541720581,3,5467173,0.02799467952,51017.252,3.013492372,1.113588604,1.856341451,1.339908304,-,-,20.23072958,2.509758301,16.62036122,3.171244792,-,-,-,-,-,18.6555225,48.70317892,1.138558432,1.022752627,3.230961507,1.366295034,4.154618719
2020,Greece,GRC,GR,Europe & Central Asia,High income,10657000,1.0657,128.3333336,47.49999991,203.9960323,395.0535718,-,-,120.4216324,44.57164297,191.4197544,370.6986692,-,-,-,-,-,1.584413163,0.3068973894,2,5581354,0.01866311968,52082.73884,2.386531262,1.013488647,2.475510361,1.166344986,-,-,14.31164404,1.180281778,28.0529588,2.068482756,-,-,-,-,-,28.04164539,38.86490077,1.069279216,1.023231667,2.477248987,1.373951488,4.387936886
2016,Greece,GRC,GR,Europe & Central Asia,High income,10775971,1.0775971,197.9166669,1371.316667,140.8428575,2006.65,-,-,183.6648103,1272.569003,130.7008505,1862.152376,-,-,-,-,-,1,0.3654048925,-,-,-,-,3.139786695,1.389414866,2.018160774,1.844938988,-,-,21.32459097,6.147241323,19.46621607,6.367372121,-,-,-,-,-,4.900780291,51.04083145,-,-,-,-,5.141476818
2017,Greece,GRC,GR,Europe & Central Asia,High income,10754679,1.0754679,150.9500002,1424.916667,136.6947092,2548.15026,-,-,140.3575134,1324.927194,127.1025469,2369.341065,-,-,-,-,-,0.9489958758,0.3654808511,-,-,-,-,2.63136183,1.404635739,1.988120259,2.072948199,-,-,16.52230582,6.359017851,18.95735136,7.829266683,-,-,-,-,-,2.881182458,51.05663911,-,-,-,-,4.813750645
2015,Netherlands,NLD,NL,Europe & Central Asia,High income,16939923,1.6939923,264.2666672,3565.866669,361.8146834,9267.492855,15,84,156.0022836,2105.007602,213.5869705,5470.79987,8.854821831,49.58700225,-,-,-,-,0.3015906357,7,6621137,0.04132250188,39085.9923,3.858040562,2.012604545,3.618418777,4.902258011,1.410945179,1.2743996,18.25713235,9.514259023,31.18780099,16.76875184,5.346716236,4.806822318,-,-,-,-,37.76051821,1.415675297,1.02759402,4.307453193,1.280558505,8.579845786
2018,Netherlands,NLD,NL,Europe & Central Asia,High income,17231624,1.7231624,240.2595245,2175.211917,354.0638902,6922.802786,14.33333334,33.33333334,139.4294145,1262.337152,205.4733148,4017.498749,8.318039751,19.34427848,-,-,0.57321,1.117562231,0.4026387625,20,54246619,0.1160656709,314808.5114,3.598157774,1.617698214,3.562288232,3.914980681,1.392051148,1.10888873,16.41939024,6.105855902,30.04038445,12.57983152,5.082541626,2.485071243,-,-,19.88837161,9.555863199,58.78953028,2.316305108,1.227404133,10.34447843,3.261865772,7.32559498
2019,Netherlands,NLD,NL,Europe & Central Asia,High income,17332850,1.733285,315.8611119,1355.094446,423.8420041,4191.096392,30.16666669,23.83333334,182.232646,781.8070577,244.5310518,2418.007651,17.40433148,13.75038343,-,-,0.58594,1.321699881,0.4058477527,23,102790000,0.1326960079,593035.7673,4.416562179,1.384808217,4.06761503,2.764742604,1.840784389,1.077855442,21.1657803,4.162225062,35.56384944,7.969540744,9.554314559,2.055624743,-,-,20.37487406,17.63905181,59.45734962,2.524142757,1.431065242,11.68771509,5.261171761,8.001975226
2020,Netherlands,NLD,NL,Europe & Central Asia,High income,17368000,1.7368,206.3190482,270.6714288,514.5370151,1081.395492,14.83333334,3.5,118.7926348,155.8449037,296.2557664,622.6367411,8.540611089,2.015200368,0.61607,8,0.59835,1.672758798,0.3050401419,17,64597258,0.09807965799,372686.8807,3.230744387,1.076862975,4.724420107,1.455342592,1.406221671,1.011433317,14.1310068,1.63035586,42.87865239,2.794656081,5.192078995,1.154708076,10.87132505,3.828571429,20.84914707,31.53984593,38.47839107,2.10846746,1.270829675,8.891743484,3.677772438,6.723873604
2016,Netherlands,NLD,NL,Europe & Central Asia,High income,17030314,1.7030314,327.1500007,3985.366665,395.0935911,10612.08461,15,45.5,192.0986311,2340.160413,231.994308,6231.29122,8.807823508,26.71706464,-,-,0.44841,1.000000001,0.4344954876,7,13963529,0.04110317637,81992.19932,4.538766972,2.131730593,3.85942162,5.468424507,1.410945179,1.148633116,22.25980549,10.46539666,33.79092886,18.96075295,5.323586247,3.051084222,-,-,15.11888962,4.900780324,65.41919753,1.415675297,1.058398625,4.289738215,1.5888771,9.367456368
2017,Netherlands,NLD,NL,Europe & Central Asia,High income,17131296,1.7131296,245.326191,3811.585717,408.8260957,12894.673,13.5,39.5,143.2035212,2224.925491,238.6428299,7526.968771,7.880314484,23.05721645,-,-,0.6419,0.9434917267,0.4152983371,10,53216559,0.05837269988,310639.4227,3.653005593,2.082381755,3.958871178,6.429552718,1.368433608,1.129033145,16.83789561,9.999298588,34.73114918,22.6953472,4.86711733,2.770115599,-,-,22.51349755,2.663236009,61.42410013,1.623512946,1.223082573,5.684602129,3.231907226,9.210183459
2016,Portugal,PRT,PT,Europe & Central Asia,High income,10325452,1.0325452,229.1261909,1371.633334,166.8599573,4289.085279,4,9,221.904272,1328.400281,161.6006324,4153.895906,3.87392242,8.716325445,-,-,0.4086,1.000000002,0.3556940371,3,6644077,0.02905441815,64346.59713,3.477636902,1.38950479,2.206574261,2.80600273,1.099193664,1.029399957,25.56491103,6.373065669,23.83599978,12.97297566,2.895391556,1.669157253,-,-,13.59747073,4.900780357,49.01991627,1.138558432,1.027690263,3.316556873,1.462078027,7.109984439
2017,Portugal,PRT,PT,Europe & Central Asia,High income,10300300,1.03003,207.3928576,980.3892866,158.3875666,2398.976452,3.833333343,1.666666687,201.3464245,951.8065363,153.7698578,2329.035515,3.721574462,1.618075869,-,-,0.2091,0.9890717725,0.3591023394,3,51120000,0.02912536528,496296.2244,3.242368618,1.278402627,2.145217973,2.010135667,1.094470156,1.005444437,23.28528027,4.849832838,22.72858771,7.713092041,2.820414272,1.124220603,-,-,5.973178612,4.468057939,49.72921422,1.138558432,1.214286574,3.322287291,4.5660136,6.108122268
2018,Portugal,PRT,PT,Europe & Central Asia,High income,10283822,1.0283822,196.1833337,644.5166663,115.516667,1632.3,4,21,190.7688928,626.7287262,112.328536,1587.250343,3.889604468,20.42042346,-,-,0.20598,1.091021928,0.3384041954,6,11842338,0.05834406702,115155.027,3.121022969,1.183024371,1.83475079,1.687311644,1.099193664,1.0685999,22.11235269,3.534969806,16.86804107,5.575008658,2.903109398,2.567687503,-,-,5.853941563,8.504953331,45.42174673,1.346396081,1.049499284,5.682289446,1.827181,5.296256038
