PublishYear,CountryName,Code,Country,Region,Income group,Population,Population(per ten Million),num_AIconf_papers,num_AIconf_citation,num_AIjournal_papers,num_AIjournal_citation,num_AIpatents,num_AIpatent_citation,num_DLpapers,num_AIconf_papers_pc,num_AIconf_citation_pc,num_AIjournal_papers_pc,num_AIjournal_citation_pc,num_AIpatents_pc,num_AIpatent_citation_pc,num_DLpapers_pc,relative_ai_skill_penetration_fem,num_AIocc_fem,skill_penetration,ai_hiring_index,enroll_share,num_AIstartups,ai_privateinvestment_tot,num_AIstartups_pc,ai_privateinvestment_pc,num_AIconf_papers_scaled,num_AIconf_citation_scaled,num_AIjournal_papers_scaled,num_AIjournal_citation_scaled,num_AIpatents_scaled,num_AIpatent_citation_scaled,num_DLpapers_scaled,num_AIconf_papers_pc_scaled,num_AIconf_citation_pc_scaled,num_AIjournal_papers_pc_scaled,num_AIjournal_citation_pc_scaled,num_AIpatents_pc_scaled,num_AIpatent_citation_pc_scaled,num_DLpapers_pc_scaled,relative_ai_skill_penetration_fem_scaled,num_AIocc_fem_scaled,skill_penetration_scaled,ai_hiring_index_scaled,enroll_share_scaled,num_AIstartups_scaled,ai_privateinvestment_tot_scaled,num_AIstartups_pc_scaled,ai_privateinvestment_pc_scaled,mean
2015,Greece,GRC,GR,Europe & Central Asia,High income,10820883,1.0820883,191.8333336,1975.416667,151.6833335,4192.216664,2,48,4,177.2806652,1825.559584,140.1764842,3874.190918,1.848278001,44.35867202,3.696556002,-,-,-,-,0.250617807,-,-,-,-,3.069583105,1.542228145,2.081460362,2.708327699,1.041227096,1.154954837,1.207329843,20.51633107,8.201790157,20.57577387,12.00559089,1.819957217,4.279165324,2.371248539,-,-,-,-,27.15262014,-,-,-,-,6.583032481
2018,Greece,GRC,GR,Europe & Central Asia,High income,10732882,1.0732882,155.6095241,631.6547622,124.102778,2430.941666,0.5,0,11,144.983914,588.5229729,115.6285684,2264.947724,0.4658580985,0,10.24887817,-,-,-,1.106496033,0.3495944752,2,1200000,0.01863432394,11180.59436,2.678274619,1.173381644,1.884493969,1.990522774,1,1,1.570157068,16.95294582,3.321709458,17.14465282,7.433811143,1.198912283,1,4.801852103,-,-,-,9.11767765,47.75054329,1.069279216,1.004849935,2.474923148,1.080033833,4.731558711
2019,Greece,GRC,GR,Europe & Central Asia,High income,10716322,1.0716322,187.0000003,433.0000009,118.9980161,875.8293663,-,-,13,174.5001692,404.0565418,111.0437108,817.2854141,-,-,12.13102779,-,-,-,1.347370436,0.3541720581,3,5467173,0.02799467952,51017.252,3.017370917,1.118853299,1.848038338,1.356739141,-,-,1.67382199,20.20955166,2.593993673,16.50381629,3.321074635,-,-,5.500041152,-,-,-,18.6555225,48.70317892,1.138558432,1.022752627,3.230961507,1.366295034,4.164119829
2020,Greece,GRC,GR,Europe & Central Asia,High income,10657000,1.0657,141.0833337,54.99999994,212.1571435,459.1428577,-,-,19,132.3855998,51.60927085,199.0777362,430.836875,-,-,17.82865722,-,-,-,1.584413163,0.3068973894,2,5581354,0.01866311968,52082.73884,2.521355133,1.015096839,2.513333761,1.186919193,-,-,1.984816754,15.56294077,1.203597375,28.80854307,2.223193586,-,-,7.613593882,-,-,-,28.04164539,38.86490077,1.069279216,1.023231667,2.477248987,1.373951488,4.586248311
2016,Greece,GRC,GR,Europe & Central Asia,High income,10775971,1.0775971,196.4166669,1382.749999,140.6761908,2048.983333,-,-,-,182.2728244,1283.179028,130.5461854,1901.437312,-,-,-,-,-,-,1,0.3654048925,-,-,-,-,3.119094662,1.379548264,2.00285291,1.834856241,-,-,-,21.06712908,6.06211146,19.22972391,6.40109617,-,-,-,-,-,-,4.900780291,51.04083145,-,-,-,-,5.091367725
2017,Greece,GRC,GR,Europe & Central Asia,High income,10754679,1.0754679,150.0833336,1454.000002,136.6947092,2624.552124,-,-,-,139.5516626,1351.969688,127.1025469,2440.381646,-,-,-,-,-,-,0.9489958758,0.3654808511,-,-,-,-,2.618577826,1.399105534,1.97441918,2.069428419,-,-,-,16.35359128,6.333489019,18.74839831,7.932210175,-,-,-,-,-,-,2.881182458,51.05663911,-,-,-,-,4.785768312
2015,Netherlands,NLD,NL,Europe & Central Asia,High income,16939923,1.6939923,265.1000006,3604.116667,355.8980167,9190.114687,15.5,85.5,6,156.4942182,2127.587396,210.0942352,5425.121878,9.149982559,50.47248444,3.541928732,-,-,-,-,0.3015906357,7,6621137,0.04132250188,39085.9923,3.86104786,1.98928673,3.539858458,4.745213374,1.412270961,1.276013304,1.310994764,18.22290786,9.393282861,30.34834554,16.41170849,5.100209921,4.731122083,2.313889089,-,-,-,-,37.76051821,1.415675297,1.02759402,4.307453193,1.280558505,8.419272288
2018,Netherlands,NLD,NL,Europe & Central Asia,High income,17231624,1.7231624,240.4761912,2252.328565,353.0638902,7124.936113,17.33333334,35.33333334,31,139.5551523,1307.09013,204.8929864,4134.80245,10.05902482,20.5049352,17.99017899,-,-,0.57321,1.117562231,0.4026387625,20,54246619,0.1160656709,314808.5114,3.595048627,1.618237134,3.519618558,3.903553013,1.462659634,1.114063978,2.606806283,16.35397631,6.156440202,29.62135453,12.74597527,5.508592416,2.51580445,7.673510866,-,-,19.88837161,9.555863199,58.78953028,2.316305108,1.227404133,10.34447843,3.261865772,7.342943677
2019,Netherlands,NLD,NL,Europe & Central Asia,High income,17332850,1.733285,319.8944452,1458.399999,427.5225597,4499.22934,32.66666669,25.83333334,73,184.559634,841.4080769,246.6545085,2595.781617,18.84667939,14.90426176,42.11655902,-,-,0.58594,1.321699881,0.4058477527,23,102790000,0.1326960079,593035.7673,4.452966033,1.40031328,4.051364758,2.833450244,1.884092172,1.083395833,4.783769634,21.31943879,4.31933532,35.45846259,8.373693752,9.456400418,2.101780917,16.62326392,-,-,20.37487406,17.63905181,59.45734962,2.524142757,1.431065242,11.68771509,5.261171761,8.061224509
2020,Netherlands,NLD,NL,Europe & Central Asia,High income,17368000,1.7368,228.2857149,314.3857146,523.5747136,1273.045129,16.33333334,3.5,71,131.4404162,181.0143451,301.4594159,732.9831467,9.404268392,2.015200368,40.8797789,0.61607,8,0.59835,1.672758798,0.3050401419,17,64597258,0.09807965799,372686.8807,3.463360742,1.086295102,4.737320715,1.518623816,1.435174903,1.01129879,4.680104712,15.45865619,1.714097387,43.1186759,3.081576093,5.214446506,1.148971438,16.16447662,10.87132505,3.828571429,20.84914707,31.53984593,38.47839107,2.10846746,1.270829675,8.891743484,3.677772438,6.915708132
2016,Netherlands,NLD,NL,Europe & Central Asia,High income,17030314,1.7030314,323.4000007,4091.85,394.7269244,10781.6566,15.5,42,-,189.8966752,2402.686175,231.7790056,6330.861896,9.101417625,24.66190582,-,-,-,0.44841,1.000000001,0.4344954876,7,13963529,0.04110317637,81992.19932,4.490834872,2.123163671,3.817154899,5.393843839,1.412270961,1.135585483,-,21.90828854,10.47854115,33.37927789,18.98487077,5.078392378,2.823103865,-,-,-,15.11888962,4.900780324,65.41919753,1.415675297,1.058398625,4.289738215,1.5888771,9.252110693
2017,Netherlands,NLD,NL,Europe & Central Asia,High income,17131296,1.7131296,243.876191,3845.859522,411.759429,13378.59,16.83333334,51.5,-,142.3571171,2244.932037,240.3550957,7809.444188,9.826071153,30.06194044,-,-,-,0.6419,0.9434917267,0.4152983371,10,53216559,0.05837269988,310639.4227,3.631777198,2.05564224,3.938792442,6.452220064,1.448917268,1.166253628,-,16.66312443,9.856204742,34.57797857,23.1854494,5.403939197,3.222295397,-,-,-,22.51349755,2.663236009,61.42410013,1.623512946,1.223082573,5.684602129,3.231907226,9.300216214
2016,Portugal,PRT,PT,Europe & Central Asia,High income,10325452,1.0325452,228.0928576,1389.666668,166.0266239,4271.118613,4,9,2,220.9035087,1345.865216,160.7935652,4136.495539,3.87392242,8.716325445,1.93696121,-,-,0.4086,1.000000002,0.3556940371,3,6644077,0.02905441815,64346.59713,3.461277397,1.381446807,2.183892896,2.740484067,1.096196557,1.029054032,1.103664921,25.32935379,6.309407016,23.4574727,12.75078525,2.729967411,1.644344631,1.718521572,-,-,13.59747073,4.900780357,49.01991627,1.138558432,1.027690263,3.316556873,1.462078027,7.009473547
2017,Portugal,PRT,PT,Europe & Central Asia,High income,10300300,1.03003,206.7678576,987.1904768,158.7208999,2475.023547,5.333333343,2.666666687,3,200.739646,958.4094413,154.0934729,2402.865496,5.177842726,2.588921378,2.912536528,-,-,0.2091,0.9890717725,0.3591023394,3,51120000,0.02912536528,496296.2244,3.230913623,1.270971927,2.131719106,2.008488277,1.132842865,1.008608602,1.155497382,23.10462194,4.780902985,22.52098474,7.825628664,3.315746811,1.191383124,2.080414163,-,-,5.973178612,4.468057939,49.72921422,1.138558432,1.214286574,3.322287291,4.5660136,6.126901056
2018,Portugal,PRT,PT,Europe & Central Asia,High income,10283822,1.0283822,196.8000003,672.6666663,115.1000004,1735.916667,5,24,1,191.3685401,654.1018177,111.9233689,1688.007306,4.862005585,23.33762681,0.972401117,-,-,0.20598,1.091021928,0.3384041954,6,11842338,0.05834406702,115155.027,3.12323563,1.184638919,1.820200679,1.707266401,1.123681288,1.077477419,1.051832461,22.07068326,3.580416478,16.62676821,5.794752155,3.173858622,2.725208016,1.360715112,-,-,5.853941563,8.504953331,45.42174673,1.346396081,1.049499284,5.682289446,1.827181,5.334015589
2020,Portugal,PRT,PT,Europe & Central Asia,High income,10237000,1.0237,146.1575762,54.33333346,170.5476557,339.1719697,7.166666687,4,11,142.7738362,53.07544541,166.5992534,331.3196929,7.000748937,3.907394745,10.74533555,-,-,0.41243,1.364536098,0.2405573484,12,35914351,0.1168518135,349721.4204,2.576169747,1.014913847,2.21617982,1.138025242,1.183231539,1.012912903,1.570157068,16.70910214,1.209381399,24.26894766,1.940470229,4.134677922,1.288849796,4.986014457,-,-,13.74384185,19.33522701,25.05894942,1.762071379,1.150492102,10.40797538,3.512745535,4.891071854
2015,Portugal,PRT,PT,Europe & Central Asia,High income,10358076,1.0358076,263.1666669,2281.91667,168.8261908,6899.114282,2.5,1.5,-,254.0690635,2203.031402,162.9899131,6660.613691,2.413575649,1.448145389,-,-,-,-,-,0.2351352409,2,17924561,0.01930860519,173049.1358,3.840162981,1.626358714,2.203885988,3.811519672,1.054969461,1.004842339,-,28.98859642,9.690907713,23.76446152,19.92167919,2.073914238,1.107052532,-,-,-,-,-,23.93056073,1.069279216,1.075016919,2.52938502,2.243200768,8.257362564
2019,Portugal,PRT,PT,Europe & Central Asia,High income,10269417,1.0269417,206.766667,381.8499995,140.4837666,852.7370114,10.5,1.5,-,201.3421668,371.8322077,136.7981908,830.3655518,10.22453368,1.460647669,-,-,-,0.41495,1.287247981,0.3533498759,3,2815152,0.02921295337,27412.96804,3.230900762,1.104813238,2.001478714,1.347327887,1.274847307,1.004842339,-,23.17109964,2.466869423,20.1035817,3.358234655,5.582946411,1.107976749,-,-,-,13.8401487,16.27486835,48.53207551,1.138558432,1.011626217,3.329361804,1.196677624,5.479576568
2016,Ireland,IRL,IE,Europe & Central Asia,High income,4755335,0.4755335,144.3000002,1774.816667,71.41620899,1478.561345,3.5,38.5,7,303.4486534,3732.264218,150.1812364,3109.268528,7.360154437,80.96169881,14.72030887,-,-,-,1.000000001,0.4457016899,16,30104542,0.3364642028,633068.7954,2.556103243,1.487165855,1.508233111,1.602381635,1.082454192,1.124286693,1.362827225,34.43677606,15.72369565,21.97416207,9.832484487,4.296138969,6.985003229,6.460542738,-,-,-,4.900780324,67.75130769,2.039188244,1.126117365,28.1461253,5.548844055,8.550740433
2017,Ireland,IRL,IE,Europe & Central Asia,High income,4807388,0.4807388,100.709524,1104.776189,60.17877511,1380.41952,1,0,13,209.4890698,2298.079933,125.1797756,2871.454354,2.080131664,0,27.04171163,-,-,-,0.9744482508,0.4406836885,17,57283934,0.3536223829,1191581.25,2.085216181,1.303247793,1.427981035,1.562384084,1.013742365,1,1.67382199,24.06996881,10.06587196,18.47964795,9.156866265,1.924116266,1,11.03120406,-,-,-,3.889013927,66.70701707,2.10846746,1.240147023,29.53199597,9.562244148,6.090753559
2018,Ireland,IRL,IE,Europe & Central Asia,High income,4867316,0.4867316,122.9500002,1725.149999,73.66666693,1136.066669,3.5,16,10,252.6032832,3544.35586,151.3496698,2334.072144,7.190821389,32.87232635,20.54520397,-,-,-,1.111147048,0.4190535492,16,74312297,0.3287232635,1526761.299,2.325469406,1.473532951,1.524304744,1.462798455,1.082454192,1.051651612,1.518324607,28.82687304,14.98240154,22.1374768,7.630190178,4.22006698,3.430050039,8.621305048,-,-,-,9.301842753,62.20559308,2.039188244,1.311588591,27.52088761,11.97080573,7.512272495
2019,Ireland,IRL,IE,Europe & Central Asia,High income,4941444,0.4941444,124.877778,405.3166663,61.98333351,502.2166658,5.5,6.5,6,252.7151537,820.2393193,125.4356692,1016.335844,11.13034975,13.15404971,12.14219973,-,-,-,1.390071198,0.4060595802,18,81199491,0.3642659919,1643234.063,2.346294267,1.111254556,1.440868279,1.204473858,1.137423654,1.020983468,1.310994764,28.839216,4.235825063,18.51541482,3.886566991,5.989879558,1.972398444,5.504185416,-,-,-,20.34633412,59.50143281,2.177746676,1.340483438,30.39168305,12.80776433,5.975049913
2020,Ireland,IRL,IE,Europe & Central Asia,High income,4991000,0.4991,91.3504331,81.95238104,110.174243,221.6952387,6.833333343,0.5,15,183.0303208,164.2003227,220.7458284,444.1900195,13.69131105,1.001803246,30.05409738,-,-,-,1.530305934,0.2379776021,22,73025787,0.4452139901,1477822.819,1.984114399,1.022494944,1.785023408,1.09014778,1.174069961,1.001614113,1.777486911,21.15070565,1.647766459,31.83714426,2.261129205,7.140378068,1.074057187,12.14865758,-,-,-,25.8991747,24.52208131,2.454863541,1.306191109,36.92987396,11.61913998,6.097387119
2015,Ireland,IRL,IE,Europe & Central Asia,High income,4701957,0.4701957,110.4166668,1058.25,69.75000014,1937.083334,4,16,-,234.8312986,2250.658609,148.3424883,4119.738514,8.507096088,34.02838435,-,-,-,-,-,0.2921082416,12,13336981,0.2552128826,283647.4472,2.190077801,1.290476913,1.496333889,1.789251568,1.096196557,1.051651612,-,26.86604337,9.878795937,21.71715584,12.70317938,4.811396526,3.515510337,-,-,-,-,-,35.78714784,1.762071379,1.055769977,21.58343499,3.037946293,7.367172478
2015,Finland,FIN,FI,Europe & Central Asia,High income,5479531,0.5479531,175.1833336,2509.733328,130.1944449,3372.494441,66.5,352,5,319.7049777,4580.197334,237.6014386,6154.713681,121.3607515,642.3907448,9.124868533,-,-,-,-,0.3765671807,3,35474876,0.0547492112,647407.1595,2.88972112,1.68889165,1.927997576,2.374251164,2.813992227,2.136335475,1.259162304,36.23037895,19.0687721,34.19309331,18.48444246,55.51031285,48.48801888,4.384897357,-,-,-,-,53.36380271,1.138558432,1.148648309,5.391932004,5.651877732,18.81718398
2016,Finland,FIN,FI,Europe & Central Asia,High income,5495303,0.5495303,192.6523814,3354.842852,144.8476195,3133.535715,30.83333334,189,9,350.5764494,6104.927885,263.5844092,5702.20735,56.10852276,343.9300799,16.37762285,-,-,0.69557,1.000000003,0.5357273192,6,4884563,0.1091841524,88886.14513,3.078430887,1.920864062,2.032643146,2.276863902,1.833703498,1.610134672,1.466492147,39.63650938,25.08379871,37.82479541,17.19889451,26.19608928,26.42464732,7.07532833,-,-,24.56460411,4.90078039,86.48644018,1.346396081,1.020308318,9.788656388,1.638416126,15.4264479
2017,Finland,FIN,FI,Europe & Central Asia,High income,5508214,0.5508214,153.1186872,1664.94697,129.0522603,3244.127961,16.5,76.5,19,277.9824589,3022.6621,234.2905709,5889.618596,29.95526318,138.8834929,34.49393941,-,-,0.50126,0.910005235,0.5398013751,20,34857831,0.3630940991,632833.6372,2.6513673,1.457007943,1.919840671,2.321935601,1.439755691,1.246959272,1.984816754,31.62702405,12.92433178,33.7303254,17.73132053,14.44687377,11.26680722,13.79563031,-,-,17.13865824,1.337279587,87.33428738,2.316305108,1.14605953,30.29702896,5.547154237,11.0636291
2018,Finland,FIN,FI,Europe & Central Asia,High income,5515525,0.5515525,161.016667,1089.800002,105.6428576,1546.347618,41.00000003,63,13,291.9335276,1975.877186,191.5372654,2803.627249,74.3356254,114.2230341,23.56983243,-,-,0.60704,1.076563244,0.5270027737,11,16504459,0.1994370436,299236.41,2.736685397,1.299137009,1.752662543,1.630007826,2.113131594,1.203378224,1.67382199,33.16628203,8.794789607,27.75459338,8.96417284,34.38452012,9.443810318,9.743300048,-,-,21.18125282,7.932436349,84.67078483,1.692792162,1.069058958,17.07840594,3.149966614,11.10359757
2020,Finland,FIN,FI,Europe & Central Asia,High income,5528000,0.5528,93.27500038,235.0750002,143.765513,450.9842692,16,13.5,14,168.731911,425.2442116,260.06786,815.8181425,28.94356006,24.4211288,25.32561505,-,-,0.79877,1.380629822,0.2943862022,11,155986034,0.1992640274,2825673.214,2.004904579,1.064525264,2.024915288,1.183594173,1.426013326,1.043581048,1.72565445,19.5731246,2.677578538,37.33327889,3.31690619,13.99237142,2.805304692,10.39461288,-,-,28.50859883,19.97248627,36.26121167,1.692792162,1.654246302,17.06443137,21.30462302,7.370508167
2019,Finland,FIN,FI,Europe & Central Asia,High income,5520314,0.5520314,122.7812505,573.0666672,110.5791673,1267.034524,28,37,-,222.4171496,1038.1052,200.3131838,2295.221837,50.72175242,67.02517284,-,-,-,0.79561,1.268219382,0.4776280323,14,56609193,0.2536087621,1025470.526,2.323646484,1.157299916,1.787915173,1.516174203,1.755830094,1.119444354,-,25.49635776,5.095300904,28.98122454,7.519818389,23.77611079,5.954761101,-,-,-,28.3878331,15.52139756,74.39546292,1.900629811,1.237316184,21.45386976,8.368593426,8.873656976
2015,Denmark,DNK,DK,Europe & Central Asia,High income,5683483,0.5683483,138.3166669,1595.949997,92.82777808,1587.472221,-,-,3,243.3660255,2808.049214,163.3290327,2793.132698,-,-,5.278453371,-,-,-,-,0.2799070848,3,7804292,0.05278453371,137315.3047,2.491468155,1.438069103,1.66114372,1.646768095,-,-,1.155497382,27.80770217,12.07768893,23.81186108,8.934358344,-,-,2.958058113,-,-,-,-,33.24797881,1.138558432,1.032557882,5.233244491,1.986421962,6.655754966
2016,Denmark,DNK,DK,Europe & Central Asia,High income,5728010,0.572801,113.9166669,1739.166662,103.6718257,2649.071429,3.5,7,11,198.8765154,3036.249347,180.9909999,4624.767466,6.110324528,12.22064906,19.20387709,-,-,0.42589,1.000000001,0.4274946823,5,18384153,0.0872903504,320951.8314,2.227886628,1.477380357,1.738586429,2.079421225,1.082454192,1.02259758,1.570157068,22.89905786,12.97793315,26.28051657,14.13794148,3.734659399,1.903397843,8.123735818,-,-,14.25824271,4.900780324,63.96226781,1.277116865,1.076945112,8.020288298,3.306010895,7.630152726
2017,Denmark,DNK,DK,Europe & Central Asia,High income,5764980,0.576498,112.3250002,1360.883333,111.5004333,2623.135499,-,-,13,194.8402253,2360.603736,193.4099222,4550.120728,-,-,22.54994814,-,-,0.43348,0.9029940108,0.4370690109,5,7899618,0.08673056975,137027.674,2.210692614,1.373546127,1.79449439,2.068851076,-,-,1.67382199,22.45372339,10.31252691,28.01633912,13.92587381,-,-,9.364970911,-,-,14.54830977,1.059657858,65.95477057,1.277116865,1.032957817,7.975074669,1.984355084,6.846337286
2018,Denmark,DNK,DK,Europe & Central Asia,High income,5793636,0.5793636,108.7761908,902.0166661,100.7857148,1083.042858,5,6,7,187.751165,1556.909454,173.9593492,1869.366419,8.630159023,10.35619083,12.08222263,-,-,0.6587,0.9584961058,0.420825897,12,48591070,0.2071238165,838697.3224,2.172356524,1.247592739,1.717975283,1.441188682,1.123681288,1.019369355,1.362827225,21.67156877,7.141971634,25.2976859,6.30998436,4.866681908,1.765569849,5.481936732,-,-,23.1555432,3.257360742,62.57443439,1.762071379,1.203676586,17.69926859,7.026464729,6.314635524
2020,Denmark,DNK,DK,Europe & Central Asia,High income,5838000,0.5838,96.49166699,136.5583335,139.3988463,265.2350653,0.5,0,30,165.2820606,233.9128701,238.778428,454.3252232,0.856457691,0,51.38746146,-,-,0.57413,1.36960924,0.3193947131,9,50502777,0.1546776321,867961.1065,2.039652689,1.037483622,1.99373076,1.10789237,1,1,2.554973822,19.19249356,1.922780839,34.35760394,2.289922813,1.374387113,1,20.06233299,-,-,19.92353125,19.53610699,41.46570474,1.55423373,1.211697048,13.4631766,7.236750593,5.692995643
2019,Denmark,DNK,DK,Europe & Central Asia,High income,5818553,0.5818553,112.316667,505.3666669,118.1634926,1086.401586,0.5,0,-,193.0319566,868.5435483,203.0805471,1867.133608,0.8593201781,0,-,-,-,0.63531,1.093803992,0.4233614313,12,41169647,0.2062368427,707558.1678,2.210602594,1.138717079,1.842078593,1.442557526,1,1,-,22.25421235,4.426384125,29.36802554,6.303641057,1.375673071,1,-,-,-,22.2616475,8.615114012,63.10210158,1.762071379,1.17254041,17.62762748,6.084115295,6.113490995
2015,France,FRA,FR,Europe & Central Asia,High income,66548272,6.6548272,1094.533335,13036.68334,744.6634942,16351.6734,883.8333334,4672.833333,21,164.4720896,1958.981495,111.8982465,2457.114648,132.8108615,702.1720013,3.1556041,-,-,-,-,0.2448291673,26,58677710,0.0390693841,88173.15347,12.8210194,4.57841297,6.316225089,7.663895644,25.27817879,16.08496103,2.088481675,19.10312733,8.728136496,16.62325678,7.979747803,60.65421506,52.90728155,2.170580808,-,-,-,-,25.94795285,2.731980406,1.245994534,4.125468283,1.633292658,19.8948715
2016,France,FRA,FR,Europe & Central Asia,High income,66724104,6.6724104,1028.700002,11250.38335,764.082145,15875.525,678.1666667,1595,48,154.1721717,1686.104822,114.5136614,2379.278858,101.6374333,239.0440492,7.193802108,-,-,0.89875,1,0.3427340023,47,178430811,0.07043931231,267415.8217,12.10985339,4.088095082,6.454903283,7.469842095,19.62548584,6.149020119,3.487958115,17.96671039,7.651644359,16.98881959,7.7586202,46.64971496,18.67106456,3.668562473,-,-,32.32953479,4.900780291,46.32281799,4.186843947,1.748412141,6.65922556,2.921307878,14.29864782
2019,France,FRA,FR,Europe & Central Asia,High income,67059887,6.7059887,866.6145857,3854.666665,643.2605297,5332.259971,890.1666667,257,74,129.2299502,574.8095974,95.9232946,795.1489645,132.7420469,38.32395363,11.03491272,-,-,0.71063,1.368674809,0.3362092837,113,586826037,0.1685060996,875077.581,10.35892218,2.058059695,5.592056346,3.1729506,25.45224875,1.829654026,4.835602094,15.21476968,3.267610511,14.39039946,3.258186085,60.62330048,3.833055502,5.093433978,-,-,25.14015217,19.49910656,44.96496613,8.759272218,3.461812048,14.58010553,7.287888682,12.42093444
2020,France,FRA,FR,Europe & Central Asia,High income,67206000,6.7206,630.1421017,678.1666673,773.7532973,1775.912372,624.6666667,66.5,93,93.76277442,100.9086491,115.1315801,264.2490807,92.94805028,9.894949856,13.83805017,0.71157,18,0.60929,1.626709008,0.2704371969,68,549677685,0.1014019007,819681.7943,7.804423053,1.186148604,6.523969767,1.72356659,18.15505275,1.214677014,5.820418848,11.30158317,1.398082277,17.07518758,1.749925961,42.74605496,1.731473125,6.133266226,14.2149852,13.25714286,21.26724108,29.71642362,31.27721109,5.641707488,3.305958162,9.16008189,6.889821541,9.384178737
2017,France,FRA,FR,Europe & Central Asia,High income,66864379,6.6864379,813.2253376,8883.60308,725.473716,13670.88167,639.6666667,873.5,-,121.6231048,1328.600252,108.4992827,2044.568703,95.66628394,130.6375701,-,-,-,0.91389,1.021249333,0.3555261275,70,210830528,0.1046895238,315310.6798,9.782183668,3.43844233,6.179181388,6.571343086,18.56732371,3.819855219,-,14.37548648,6.241297136,16.14817547,6.807725324,43.96720726,10.65723658,-,-,-,32.90814022,5.742184947,48.98497278,5.78026592,1.884343387,9.425624072,3.265474291,12.2129548
2018,France,FRA,FR,Europe & Central Asia,High income,66965912,6.6965912,751.4047638,6604.423817,574.4936887,7921.518178,824,571,-,112.207053,986.2366718,85.78897406,1182.917986,123.0476783,85.26726254,-,-,-,0.63697,1.170818898,0.3439578827,105,502561913,0.1567961921,750474.2308,9.114365583,2.812835001,5.10095831,4.228198812,23.63367574,2.84331692,-,13.3365888,4.890680763,12.97390118,4.359818559,56.26815594,7.303287223,-,-,-,22.32508773,11.66465444,46.57751836,8.205038488,3.108286509,13.63429324,6.392504714,12.23881524
2016,Switzerland,CHE,CH,Europe & Central Asia,High income,8373338,0.8373338,346.6000007,12637.21667,270.3146224,10171.12724,65.66666669,420.1666666,44,413.9328912,15092.20895,322.8277927,12147.0401,78.4235232,501.7911216,52.54774141,-,-,0.93529,1,0.4703553325,5,7100996,0.05971334252,84804.84127,4.741453374,4.468764169,2.928665093,5.145023537,2.791088285,2.356392865,3.280628272,46.62679174,60.53841376,46.10538514,35.5083433,36.22098689,38.09434865,20.49274232,-,-,33.72598409,4.900780291,72.88194953,1.277116865,1.029607242,5.792886184,1.609088391,23.79380473
2017,Switzerland,CHE,CH,Europe & Central Asia,High income,8451840,0.845184,303.7213683,8917.26538,269.0436279,8856.792477,42.83333334,97,63,359.3553218,10550.67936,318.32551,10479.12937,50.67929982,114.7679085,74.53998183,-,-,0.85478,1.016750536,0.4433839479,14,68714760,0.1656444041,813015.3907,4.27825602,3.447682227,2.919588293,4.609368419,2.163520267,1.313137901,4.265445026,40.60510539,42.622185,45.4760903,30.76989201,23.75703919,9.484089554,28.65082988,-,-,30.64913317,5.564047163,67.26896501,1.900629811,1.28810443,14.34896563,6.841917606,17.62049621
2019,Switzerland,CHE,CH,Europe & Central Asia,High income,8574832,0.8574832,362.1611122,3649.699997,303.0564879,3766.950759,80.33333337,97.00000003,114,422.353595,4256.293298,353.425569,4393.031559,93.68502307,113.1217498,132.9472111,-,-,0.6786,1.400983619,0.3993246276,25,145563404,0.2915509015,1697565.667,4.909552617,2.001798807,3.162490955,2.535011231,3.194197669,1.313137901,6.908900524,47.55587008,17.7909782,50.3821097,13.47959131,43.07713614,9.362399109,50.3171668,-,-,23.91606156,20.77843061,58.09982939,2.66270119,1.610518726,24.51846625,13.19818439,16.56368948
2020,Switzerland,CHE,CH,Europe & Central Asia,High income,8633000,0.8633,268.7718264,733.907143,361.5425093,1234.398703,74.00000006,23.83333337,95,311.3307383,850.1183169,418.7912768,1429.860654,85.71759534,27.60724357,110.0428588,0.68367,7,0.5024,1.722362506,0.3105755077,27,181260748,0.3148749736,2113869.38,3.900712837,1.201448695,3.580168572,1.502873524,3.020127708,1.076939381,5.92408377,35.30642716,4.353697015,59.51843138,5.061370377,39.49781077,3.04083467,41.8207286,13.23814627,2.885714286,17.18222562,33.5039918,39.63034983,2.801259622,1.760284987,26.40235763,16.18969039,13.42173684
2015,Switzerland,CHE,CH,Europe & Central Asia,High income,8282396,0.8282396,353.0333338,9978.88333,259.7444454,24613.76107,91.16666669,1094.5,-,426.2454172,12048.30502,313.610271,29718.16497,110.0728179,1321.477505,-,-,-,-,-,0.3318439802,6,27779308,0.0724428052,335401.833,4.810949594,3.739083601,2.853178229,11.03109681,3.491948918,4.533293116,-,47.98526502,48.53028346,44.81703004,85.42703378,50.43926754,98.68874973,-,-,-,-,-,44.05650773,1.346396081,1.116361973,6.821048203,3.409846785,33.86226499
2018,Switzerland,CHE,CH,Europe & Central Asia,High income,8514329,0.8514329,350.4452391,8311.280952,238.1107154,5629.696429,44.83333337,93.16666684,-,411.5946648,9761.521961,279.6588144,6612.025949,52.6563319,109.4233813,-,-,-,0.56315,1.197946426,0.4295530013,28,51808179,0.3288573885,608482.2304,4.782991645,3.28134678,2.698681059,3.294170373,2.218489729,1.300763036,-,46.36880909,39.50897741,40.07155355,19.78364383,24.64521054,9.08900134,-,-,-,19.50390856,12.73881651,64.39062225,2.870538838,1.217173791,27.53172092,5.372168098,16.4203032
